STATE,3,4,5
Alabama,1,1,0
Arizona,3,0,0
California,4,0,8
Colorado,1,0,1
Florida,1,0,5
Georgia,3,0,1
Illinois,4,0,1
Indiana,3,0,0
Kentucky,2,0,0
Louisiana,2,0,0
Maryland,1,0,1
Massachusetts,3,0,0
Michigan,1,0,2
Minnesota,1,0,1
Missouri,1,0,1
New Jersey,4,0,0
New York,2,0,4
North Carolina,3,0,1
Ohio,0,0,3
Oregon,2,0,0
Pennsylvania,4,0,1
South Carolina,1,1,0
Tennessee,3,0,0
Texas,1,0,7
Virginia,2,0,1
Washington,0,0,2
Wisconsin,1,0,1
